time/s	                cycle number	        ox/red	Ewe/V	        I/mA	        Capacity/mA.h	Unnamed: 6
31754.01557448831	2.0	1	3.8676507	44.997658	0.893254409163157	
31756.76217445507	2.0	1	3.8687007	44.986187	0.927583033495585	
31759.69937441949	2.0	1	3.8697317	44.999569	0.9642940015877616	
31762.67957438341	2.0	1	3.8707817	44.99192	1.00154255943044	
31765.72997434647	2.0	1	3.8717933	44.997017	1.039668566729439	
31768.91637430788	2.0	1	3.8728051	45.000202	1.079494489464018	
31772.03197427018	2.0	1	3.873817	44.991283	1.118435561684078	
31775.12457423273	2.0	1	3.8748286	44.99638	1.157089013863033	
31778.64397419011	2.0	1	3.8758404	44.997658	1.201076742533789	
31782.0899741484	2.0	1	3.8768713	44.995747	1.244146909382714	
31785.50297410705	2.0	1	3.8778832	44.997017	1.286804759275648	
31789.09997406352	2.0	1	3.8788948	44.993832	1.331762334329605	
31792.69397402002	2.0	1	3.8799448	44.995747	1.376682393966251	
31796.65877397201	2.0	1	3.8809566	44.992558	1.426236875681559	
31800.30637392786	2.0	1	3.8819685	44.995747	1.471826852976481	
31804.12737388158	2.0	1	3.8829801	44.997658	1.519584116348478	
31807.99257383478	2.0	1	3.883992	44.997658	1.567893571967019	
31811.98257378649	2.0	1	3.8850229	44.992558	1.617762636904398	
31816.1933737355	2.0	1	3.8860538	44.992558	1.670391431196637	
31820.3547736851	2.0	1	3.8870656	45.002754	1.722402977564494	
31824.65477363308	2.0	1	3.8880773	44.994469	1.776146968179703	
31828.94157358115	2.0	1	3.8890891	44.989372	1.829725923196792	
31833.05517353138	2.0	1	3.890101	44.992558	1.881140051665624	
31837.63637347589	2.0	1	3.8911126	44.994469	1.938398524947696	
31842.23097342026	2.0	1	3.8921435	44.99192	1.995824324241426	
31847.08897336142	2.0	1	3.8931744	44.989372	2.056542265913645	
31851.69517330568	2.0	1	3.8941863	45.002113	2.114113031073676	
31856.23637325069	2.0	1	3.8952172	44.990643	2.170871292485131	
31861.34297318885	2.0	1	3.8962288	44.993195	2.234696406037436	
31866.31757312862	2.0	1	3.8972406	44.995747	2.296871376024881	
31871.49437306596	2.0	1	3.8982716	44.995106	2.361573768962435	
31877.06197299855	2.0	1	3.8992834	44.992558	2.431160520294189	
31882.28057293536	2.0	1	3.900295	44.997658	2.496385111948225	
31887.92257286707	2.0	1	3.9013259	44.997017	2.566901537837981	
31893.46377279999	2.0	1	3.9023378	44.993832	2.636158248813417	
31899.14297273121	2.0	1	3.9033496	44.99638	2.707139883468203	
31904.96117266077	2.0	1	3.9043612	44.997017	2.779858835222667	
31910.69917259131	2.0	1	3.9053731	44.993832	2.851575339106029	
31916.99937251501	2.0	1	3.9064231	44.998928	2.930318421955532	
31923.33377243833	2.0	1	3.907454	44.997658	3.009489074206669	
31929.49437236374	2.0	1	3.9084847	44.994469	3.086487364202287	
31936.44777227956	2.0	1	3.9095156	44.993832	3.173394362494574	
31942.8381722022	2.0	1	3.9105275	45.000202	3.25326505614429	
31949.89757211669	2.0	1	3.9115393	44.994469	3.341497636381148	
31957.04937203013	2.0	1	3.9125509	45.000202	3.430884556056975	
31963.7429719491	2.0	1	3.9135628	44.997017	3.514544596453348	
31970.95237186179	2.0	1	3.9145746	44.99638	3.604651482728533	
31978.37277177197	2.0	1	3.9156437	44.989372	3.697395524678123	
31986.42337167449	2.0	1	3.9166746	45.004025	3.798016289100222	
31993.90077158395	2.0	1	3.9176862	44.997017	3.89147319654401	
32002.08357148489	2.0	1	3.9186981	44.99192	3.993746267418966	
32010.14277138731	2.0	1	3.919729	44.993195	4.094474083327822	
32018.44217128685	2.0	1	3.9207408	44.989372	4.19820393863254	
32026.68377118705	2.0	1	3.9217525	44.99638	4.301211616848203	
32035.12537108484	2.0	1	3.9227643	44.991283	4.406719151729159	
32043.46237098391	2.0	1	3.9237761	44.993832	4.510919441929922	
32052.26717087731	2.0	1	3.924788	44.992558	4.620966461129082	
32061.08117077057	2.0	1	3.9257996	45.000202	4.731128871689054	
32070.08817066156	2.0	1	3.9268115	45.000843	4.843703052102194	
32078.85857055534	2.0	1	3.9278233	44.993195	4.953320081590016	
32088.07057044384	2.0	1	3.9288733	44.993832	5.068457233161713	
32097.90517032478	2.0	1	3.9299424	44.995747	5.191375979597303	
32106.92117021559	2.0	1	3.930954	44.988731	5.304063112077077	
32116.67937009747	2.0	1	3.9319658	44.991283	5.426027022677527	
32126.33436998056	2.0	1	3.9329777	44.995106	5.546702192323048	
32136.33436985948	2.0	1	3.9338748	45.00148	5.671688601854747	
32144.41256976171	2.0	1	3.9349058	44.994469	5.772655004154628	
32154.30036964198	2.0	1	3.9359176	44.99192	5.896238605424668	
32164.3003695209	2.0	1	3.936662	44.99192	6.021224662052365	
32171.53396943334	2.0	1	3.937712	44.999569	6.111634885071647	
32181.53396931227	2.0	1	3.9384565	44.997658	6.236621637267005	
32189.17896921968	2.0	1	3.9394684	45.004025	6.332173870478734	
32199.14996909897	2.0	1	3.9405181	44.997017	6.456797567510391	
32209.1499689779	2.0	1	3.9412436	44.995747	6.581783992977988	
32216.39496889018	2.0	1	3.9422555	44.987461	6.672336829427081	
32226.15676877199	2.0	1	3.9432864	44.992558	6.794346141238316	
32236.15676865092	2.0	1	3.9440308	45.000843	6.919332963678146	
32243.35856856371	2.0	1	3.9450426	44.999569	7.009345850440765	
32253.35856844264	2.0	1	3.9457681	44.995747	7.13433253241348	
32260.62156835475	2.0	1	3.94678	44.994469	7.225110053544996	
32270.34676823695	2.0	1	3.9477916	44.997658	7.346661526173907	
32280.34676811588	2.0	1	3.9486506	44.998291	7.471647570334962	
32289.16196800918	2.0	1	3.9496815	44.99638	7.581825015802806	
32299.16196788811	2.0	1	3.9504452	44.995747	7.706810646321189	
32306.59296779812	2.0	1	3.951457	44.984913	7.799687764360002	
32316.38056767965	2.0	1	3.9524689	44.991283	7.922018462086358	
32326.11616756179	2.0	1	3.9534996	44.986187	8.043698752512613	
32336.06196744135	2.0	1	3.9545114	44.991283	8.168006611130608	
32345.64296732534	2.0	1	3.9555233	44.995747	8.28775494247945	
32355.64216720429	2.0	1	3.9565351	44.99192	8.412730369385189	
32364.87836709246	2.0	1	3.9575467	44.99638	8.528170007614984	
32374.87836697139	2.0	1	3.9584441	44.988098	8.65315578805648	
32383.27216686978	2.0	1	3.9594557	44.990009	8.758066776864158	
32392.88816675334	2.0	1	3.9604676	44.995106	8.878253751539232	
32402.42776663785	2.0	1	3.9614985	44.99192	8.997486706206217	
32412.05196652131	2.0	1	3.9625294	44.999569	9.117777617067974	
32421.6121664056	2.0	1	3.963541	44.993195	9.237268555158405	
32430.54056629748	2.0	1	3.9645529	44.989372	9.348862665084416	
32440.10376618171	2.0	1	3.9655647	45.000202	9.468390969653662	
32448.92356607493	2.0	1	3.9665766	45.004025	9.578627560267131	
32458.33576596096	2.0	1	3.9676073	45.002113	9.696268597673209	
32467.55876584929	2.0	1	3.9686573	44.992558	9.811544696240112	
32476.85296573676	2.0	1	3.9696882	45.000202	9.927710898177256	
32485.7391656292	2.0	1	3.9707	44.998928	10.03877738655578	
32495.14456551531	2.0	1	3.9717309	44.990643	10.15633309710164	
32504.29096540458	2.0	1	3.9727616	44.999569	10.27065089687115	
32513.04896529854	2.0	1	3.9737926	44.997658	10.38011513366954	
32522.05736518948	2.0	1	3.9748235	44.993832	10.49270888828808	
32530.74256508431	2.0	1	3.9758353	44.995747	10.60126296578047	
32539.87636497372	2.0	1	3.976866	44.995106	10.71542379547374	
32547.99956487538	2.0	1	3.9778779	44.997017	10.81695379261568	
32557.19136476409	2.0	1	3.9788897	44.993832	10.93184009067959	
32565.47876466377	2.0	1	3.9799016	44.999569	11.03542254496024	
32573.99776456063	2.0	1	3.9809322	44.995106	11.14189975153012	
32582.92696445249	2.0	1	3.9819441	44.993832	11.25350392287064	
32591.36516435035	2.0	1	3.9829559	44.997658	11.3589717613945	
32599.6783642497	2.0	1	3.9840059	44.994469	11.46287677333789	
32608.21916414629	2.0	1	3.9850175	44.995747	11.5696265385632	
32616.40576404717	2.0	1	3.9860294	44.987461	11.67194924511761	
32624.75976394603	2.0	1	3.9870412	44.99192	11.77636435666211	
32633.05036384566	2.0	1	3.9880531	45.000843	11.8799867637736	
32640.8111637517	2.0	1	3.9890647	44.988731	11.97698720949342	
32649.18516365031	2.0	1	3.9900765	44.995747	12.08165181343057	
32657.25776355258	2.0	1	3.9910884	45.000843	12.18254963418833	
32665.30016345519	2.0	1	3.9921002	44.997658	12.28307014724329	
32673.29476335841	2.0	1	3.9931118	45.000843	12.38299326607174	
32681.42636325996	2.0	1	3.9941618	44.997017	12.48462909537167	
32689.45756316272	2.0	1	3.9951737	44.999569	12.58500990722593	
32697.36316306701	2.0	1	3.9961855	44.995747	12.68382097807566	
32705.21736297192	2.0	1	3.9971972	44.993832	12.78198938623238	
32712.80996287998	2.0	1	3.9982471	44.989372	12.87688815504985	
32721.18516277859	2.0	1	3.999259	44.995747	12.98156859133572	
32728.94196268468	2.0	1	4.0002708	44.995747	13.07851930965127	
32736.66216259121	2.0	1	4.0012827	44.994469	13.17501272051875	
32744.13616250071	2.0	1	4.0022945	44.992558	13.2684288107321	
32751.9339624063	2.0	1	4.0033064	44.995106	13.36589199245199	
32759.58336231369	2.0	1	4.0043373	45.000202	13.46150070044115	
32767.20516222142	2.0	1	4.0053678	44.999569	13.55676454808489	
32774.98096222471	2.0	1	4.0063796	44.99192	13.6539531553616	
32782.74976223915	2.0	1	4.0073915	44.99638	13.75105426502143	
32789.89316225238	2.0	1	4.0084033	44.997017	13.8403387287657	
32797.23276226607	2.0	1	4.0094533	44.989372	13.93207574982579	
32805.31996228127	2.0	1	4.0104651	45.002754	14.03315682361836	
32812.52636229456	2.0	1	4.011477	44.998928	14.12322880729421	
32820.06756230863	2.0	1	4.0125079	44.995747	14.21748584633128	
32827.47656232244	2.0	1	4.0135198	44.99638	14.31009024724049	
32834.42816233542	2.0	1	4.0145502	44.994469	14.39697758393309	
32842.08896234969	2.0	1	4.0155811	44.998928	14.49272895606867	
32849.78016236401	2.0	1	4.0166121	44.991283	14.5888601431427	
32857.02996237751	2.0	1	4.0176239	44.995106	14.67947453648355	
32864.35876239114	2.0	1	4.0186739	44.990009	14.77107627381049	
32871.47476240434	2.0	1	4.0196857	44.998291	14.86001781245613	
32879.05276241852	2.0	1	4.0206976	44.995106	14.95473398706076	
32886.21016243182	2.0	1	4.0217094	44.997017	15.04419309907786	
32892.91236244433	2.0	1	4.0227208	44.995106	15.12796249168481	
32900.33976245821	2.0	1	4.0237327	44.998928	15.22079574673038	
32907.49456247152	2.0	1	4.0247445	44.995106	15.31022167784733	
32914.65096248477	2.0	1	4.0257564	44.992558	15.39966746337657	
32921.47856249753	2.0	1	4.0267682	44.99192	15.48500353393787	
32928.03756250977	2.0	1	4.0278182	44.993195	15.56698261896557	
32935.66656252393	2.0	1	4.0288301	44.99638	15.66233530088615	
32942.59716253693	2.0	1	4.0298419	44.989372	15.74895900784704	
32949.6643625501	2.0	1	4.0308919	44.995747	15.83729028324932	
32956.64036256308	2.0	1	4.0319033	44.994469	15.92448165164968	
32963.36276257562	2.0	1	4.0329151	44.991283	16.00850341652997	
32970.27936258842	2.0	1	4.033927	45.002754	16.09495282699966	
32977.28396260145	2.0	1	4.0349388	44.99638	16.18250177621904	
32984.04576261411	2.0	1	4.0359507	44.991283	16.26701551887639	
32990.78836262668	2.0	1	4.0369625	44.995747	16.35128907748815	
32997.39276263886	2.0	1	4.0379744	44.995106	16.43383549209997	
33004.11116265145	2.0	1	4.0389857	44.995106	16.51780670076772	
33010.95476266416	2.0	1	4.0399976	44.997658	16.60334269472842	
33017.63656267662	2.0	1	4.0410285	44.993195	16.68685637921227	
33024.27356268905	2.0	1	4.0420403	44.997658	16.76980949109522	
33030.91836270137	2.0	1	4.0430522	44.990009	16.85285999071926	
33037.75576271419	2.0	1	4.044064	44.994469	16.93831781187587	
33044.14476272599	2.0	1	4.045095	44.997017	17.01817117048326	
33050.92176273871	2.0	1	4.0461068	44.997658	17.10287402910274	
33057.48556275084	2.0	1	4.0471182	44.995106	17.18491233108266	
33063.83656276268	2.0	1	4.04813	44.997658	17.26429084134864	
33070.48076277514	2.0	1	4.0491419	44.989372	17.34733366306283	
33076.95216278709	2.0	1	4.0501537	44.994469	17.42821712027995	
33083.29016279895	2.0	1	4.0511656	44.993195	17.50743325789494	
33089.71616281092	2.0	1	4.0521965	44.995747	17.58774920903736	
33096.30236282316	2.0	1	4.0532084	44.993195	17.67006727322896	
33102.55796283484	2.0	1	4.0542393	44.992558	17.74825334277937	
33109.17316284718	2.0	1	4.0552697	44.99638	17.8309339425159	
33115.51016285887	2.0	1	4.0563006	44.990643	17.910137978828	
33121.85216287075	2.0	1	4.0573888	44.993195	17.98940432590993	
33128.83056288376	2.0	1	4.0584006	44.995747	18.07662463170687	
33134.96916289517	2.0	1	4.0594316	44.991283	18.15334850481669	
33141.32756290701	2.0	1	4.0604434	44.993832	18.23281929408645	
33147.52876291855	2.0	1	4.0614934	44.995106	18.31032509228961	
33154.18136293103	2.0	1	4.0625052	44.991283	18.39347304876518	
33160.32536294241	2.0	1	4.0635171	44.990643	18.47026447830857	
33166.61876295414	2.0	1	4.0645285	45.00148	18.54892325079049	
33172.72936296556	2.0	1	4.0655403	44.993832	18.62529750650194	
33178.91036297703	2.0	1	4.0665522	44.995747	18.70255181216706	
33185.06676298851	2.0	1	4.067564	44.993832	18.77949829366493	
33191.00876299961	2.0	1	4.0685759	44.995106	18.85376494684452	
33197.31456301128	2.0	1	4.0696259	44.995747	18.93257853737831	
33203.60316302301	2.0	1	4.0706377	44.988731	19.01117682997046	
33209.98896303499	2.0	1	4.0716496	44.993832	19.09099015467177	
33215.57256304531	2.0	1	4.0726805	45.002113	19.1607771413358	
33221.91336305719	2.0	1	4.0736918	44.99192	19.24002802838707	
33228.10816306865	2.0	1	4.0747037	44.997658	19.31745400389374	
33234.34176308033	2.0	1	4.0757155	44.993195	19.39536470698929	
33240.44516309175	2.0	1	4.0767274	44.99638	19.47164838191096	
33246.21656310244	2.0	1	4.0777583	44.997658	19.54378264846039	
33252.73816311463	2.0	1	4.0787702	44.994469	19.62529368649101	
33258.66136312555	2.0	1	4.0798202	44.99192	19.69932512592867	
33265.04756313754	2.0	1	4.080832	44.989372	19.77914326966858	
33270.59496314777	2.0	1	4.0818815	44.995106	19.84847745042653	
33276.88996315957	2.0	1	4.0829315	44.995106	19.92715583643616	
33283.43616317178	2.0	1	4.0839434	44.993832	20.00897381531503	
33289.498363183	2.0	1	4.0849552	44.997658	20.08474240515666	
33295.29696319389	2.0	1	4.0859861	44.997017	20.15721613554403	
33301.44296320528	2.0	1	4.086998	44.99192	20.23403223633575	
33307.27376321619	2.0	1	4.0880861	44.992558	20.30690805051104	
33313.72516322811	2.0	1	4.089098	44.991283	20.38754008140034	
33319.6717632393	2.0	1	4.0901098	44.99638	20.46186315949737	
33325.41756324994	2.0	1	4.0911598	44.99192	20.53367648965115	
33331.60856326146	2.0	1	4.0921712	44.992558	20.61105377258428	
33337.41296327231	2.0	1	4.093183	44.995747	20.68359922152159	
33343.56036328373	2.0	1	4.0941949	44.990009	20.76043169156286	
33349.49336329475	2.0	1	4.0952258	44.997017	20.83458462765439	
33355.43236330582	2.0	1	4.0962377	44.995106	20.90881253810056	
33361.21156331658	2.0	1	4.0972495	44.993195	20.98104310129716	
33366.81856332708	2.0	1	4.0982614	44.994469	21.05112122725423	
33372.81136333826	2.0	1	4.0992923	44.990009	21.12602135815048	
33378.57236334891	2.0	1	4.1003227	44.987461	21.19802447628953	
33384.47256335999	2.0	1	4.1013346	44.997658	21.27176695451333	
33390.20956337056	2.0	1	4.1023464	44.994469	21.34346949476475	
33395.82256338105	2.0	1	4.1033773	44.994469	21.41362206632041	
33401.57976339175	2.0	1	4.1044083	44.992558	21.48557678111881	
33407.17436340218	2.0	1	4.1054201	44.998928	21.55549959808264	
33412.69516341259	2.0	1	4.106451	44.984276	21.6244999339021	
33418.45676342328	2.0	1	4.1074629	44.998291	21.69650984279378	
33423.91216343339	2.0	1	4.1084743	44.995106	21.76469264910443	
33429.55156344391	2.0	1	4.1094861	44.993195	21.83517494878026	
33435.19736345438	2.0	1	4.110498	44.997017	21.90573711322105	
33440.56536346441	2.0	1	4.1115098	44.995747	21.97282727160538	
33445.9009634743	2.0	1	4.1125216	44.992558	22.03951254398197	
33451.27236348437	2.0	1	4.1135335	44.993195	22.10664545058822	
33456.72656349451	2.0	1	4.1146026	44.99638	22.17481325214216	
33462.22616350476	2.0	1	4.1156335	44.992558	22.24354812962383	
33467.7969635152	2.0	1	4.1166644	44.995106	22.31317311830118	
33473.01936352484	2.0	1	4.1176758	44.990643	22.37844398978615	
33478.23456353457	2.0	1	4.1187067	44.995106	22.44362473954264	
33483.27756354395	2.0	1	4.1197567	44.988098	22.50665342203967	
33488.68416355405	2.0	1	4.1207685	44.992558	22.57422641519589	
33493.93176356377	2.0	1	4.1217804	44.990643	22.63981233826595	
33498.64496357256	2.0	1	4.1227922	44.995106	22.69871880046823	
33503.66856358194	2.0	1	4.1238041	44.995747	22.76150467939949	
33508.73936359142	2.0	1	4.1248159	44.997017	22.82488058542061	
33513.64276360045	2.0	1	4.1258273	44.99638	22.88616402403196	
33518.41976360942	2.0	1	4.1268392	44.985546	22.94586768807432	
33523.18956361827	2.0	1	4.127851	44.993195	23.00548166459592	
33527.98176362726	2.0	1	4.1288629	44.995747	23.06537510976727	
33532.69816363603	2.0	1	4.1298747	44.995106	23.12432122708744	
33537.22176364448	2.0	1	4.1309056	44.99192	23.18085808756425	
33542.08516365348	2.0	1	4.1319175	44.998291	23.24164182123269	
33546.71076366211	2.0	1	4.1329293	44.997017	23.29945364454311	
33551.26576367064	2.0	1	4.1339407	44.986187	23.35638354152552	
33555.62796367879	2.0	1	4.1349716	44.997658	23.41090352294052	
33560.28296368744	2.0	1	4.1359835	44.992558	23.4690829688852	
33564.6585636955	2.0	1	4.1369953	44.992558	23.52377053865432	
33569.22976370412	2.0	1	4.1380262	44.993195	23.58090274467128	
33573.5555637122	2.0	1	4.1390572	44.991283	23.63496793196423	
33578.04416372045	2.0	1	4.140069	44.995747	23.69106759706179	
33582.31116372847	2.0	1	4.1410809	44.985546	23.74439757677056	
33586.44096373615	2.0	1	4.1420922	44.99192	23.79601279164398	
33590.6989637441	2.0	1	4.1431231	44.997658	23.84923041233888	
33594.79416375165	2.0	1	4.144135	44.995106	23.90041320075818	
33598.99736375955	2.0	1	4.1451468	44.990643	23.95294579106182	
33603.04416376702	2.0	1	4.1461778	44.993195	24.00352368297407	
33607.40116377512	2.0	1	4.1471896	44.992558	24.05797863879669	
33611.39936378266	2.0	1	4.1482015	44.995106	24.1079492516738	
33615.31376378995	2.0	1	4.1492133	44.995106	24.15687259363153	
33619.2971637974	2.0	1	4.1502247	44.998928	24.20665834233453	
33623.13176380447	2.0	1	4.1512938	44.988731	24.25458419179449	
33627.28276381223	2.0	1	4.1523056	44.992558	24.30646438364261	
33631.23316381953	2.0	1	4.1533175	44.99638	24.35583737704743	
33634.98656382656	2.0	1	4.1543293	44.990009	24.40274828092299	
33638.7893638337	2.0	1	4.1553411	44.995106	24.45027662714513	
33642.68176384084	2.0	1	4.156353	44.988098	24.49892481621382	
33646.31836384768	2.0	1	4.1573648	44.993195	24.54437572153705	
33650.20776385494	2.0	1	4.1583762	44.995747	24.59298618962118	
33653.90596386185	2.0	1	4.1594071	44.993195	24.63920727795622	
33657.68136386888	2.0	1	4.160419	45.000202	24.68639329297087	
33661.20476387534	2.0	1	4.1614499	44.994469	24.73042962057813	
33665.03236388252	2.0	1	4.1624808	44.990009	24.77826795981958	
33668.73636388942	2.0	1	4.1634927	44.993195	24.82456154786618	
33672.37396389619	2.0	1	4.1645045	44.99192	24.87002542879401	
33675.9151639028	2.0	1	4.1655164	44.997017	24.91428435473823	
33679.54276390954	2.0	1	4.1665277	44.993195	24.95962327875264	
33683.17436391627	2.0	1	4.1675396	44.995747	25.00501221737713	
33686.63316392279	2.0	1	4.1685514	44.992558	25.04824139097849	
33690.30616392964	2.0	1	4.1695633	44.995106	25.094147687994	
33693.87376393622	2.0	1	4.1705751	44.998291	25.13873673391278	
33697.2351639425	2.0	1	4.171587	44.995747	25.18074866527896	
33700.92096394941	2.0	1	4.1725988	44.998928	25.22681486050839	
33704.38016395585	2.0	1	4.1736102	44.992558	25.27004910470157	
33707.88956396235	2.0	1	4.1746411	44.997658	25.31391074320284	
33711.43356396895	2.0	1	4.1756721	44.995747	25.358204975214	
33714.87196397543	2.0	1	4.1766839	44.997658	25.40117938722864	
33718.54256398219	2.0	1	4.1777148	44.99638	25.44705604720349	
33722.04016398871	2.0	1	4.1787648	44.994469	25.49077043935331	
33725.55556399532	2.0	1	4.1797957	44.993195	25.53470720496919	
33728.91896400147	2.0	1	4.1808076	44.993832	25.57674427288712	
33732.3461640079	2.0	1	4.1818385	44.989372	25.61957864158673	
33736.07276401483	2.0	1	4.1828504	44.990643	25.66615501821179	
33739.47796402115	2.0	1	4.1838617	44.997017	25.70871442581601	
33743.09736402798	2.0	1	4.1848736	44.994469	25.7539511904441	
33746.4889640343	2.0	1	4.1859045	44.99638	25.79634078145557	
33749.99856404075	2.0	1	4.1869164	45.002113	25.84020526849047	
33753.41996404715	2.0	1	4.1879282	44.992558	25.88296705570941	
33756.97276405382	2.0	1	4.18894	44.993195	25.92737118298679	
33760.45376406022	2.0	1	4.1899519	44.991283	25.97087809502411	
33763.85276406654	2.0	1	4.1909633	44.995106	26.01336014499707	
33767.40596407326	2.0	1	4.1920323	44.997017	26.05776939716593	
33771.10816408007	2.0	1	4.1930442	44.995747	26.10404078079245	
33774.57796408654	2.0	1	4.194056	44.993195	26.14740752277459	
33778.08396409312	2.0	1	4.195087	44.994469	26.19122665001996	
33781.68336409981	2.0	1	4.1960988	44.988098	26.23621327379057	
33785.09056410618	2.0	1	4.1971488	44.993195	26.27879773514748	
33788.70656411292	2.0	1	4.1981606	44.988098	26.32399166105059	
33792.30176411953	2.0	1	4.1991916	44.999569	26.36892559255558	
33795.70996412588	2.0	1	4.1999741	44.998291	26.41152240652297	
33805.70996414451	2.0	1	4.1983895	42.779518	26.53187010009384	
33815.70996416314	2.0	1	4.1983323	41.769535	26.64927908016904	
33825.70996418176	2.0	1	4.198256	40.874249	26.76410416220877	
33835.70996420039	2.0	1	4.1983323	40.092388	26.87659680924225	
33845.70996421902	2.0	1	4.1982751	39.346851	26.9869296078576	
33855.70996423764	2.0	1	4.1984277	38.598763	27.09523701933458	
33865.70996425627	2.0	1	4.1982942	37.943707	27.20160722088009	
33875.70996427489	2.0	1	4.1983323	37.307133	27.30612597385852	
33885.70996429352	2.0	1	4.1984086	36.654629	27.40887075828913	
33895.70996431215	2.0	1	4.1984086	36.083683	27.50991338250457	
33905.70996433077	2.0	1	4.1983514	35.498718	27.60931988555845	
33915.7099643494	2.0	1	4.1983895	34.929054	27.70715440367529	
33925.70996436803	2.0	1	4.1983323	34.386787	27.80344917998611	
33935.70996438665	2.0	1	4.1982369	33.872555	27.8982701839428	
33945.70996440528	2.0	1	4.1983132	33.36533	27.99165411258019	
33955.70996442391	2.0	1	4.1983514	32.87468	28.08364631228087	
33965.70996444253	2.0	1	4.1983323	32.379566	28.17427718491046	
33975.70996446116	2.0	1	4.1982942	31.934153	28.2635750867974	
33985.70996447979	2.0	1	4.1983132	31.455605	28.35157794697168	
33995.70996449841	2.0	1	4.1983132	31.000635	28.43833559212653	
34005.70996451704	2.0	1	4.1983132	30.568605	28.52385484077019	
34015.70996453566	2.0	1	4.1982751	30.13084	28.60815826532957	
34025.70996455429	2.0	1	4.1983132	29.68989	28.69124962322966	
34035.70996457292	2.0	1	4.1983323	29.298006	28.77315720846218	
34045.70996459154	2.0	1	4.1983895	28.87298	28.85388912293805	
34055.70996461017	2.0	1	4.1983323	28.467714	28.93347074353356	
34065.7099646288	2.0	1	4.1983705	28.026125	29.01192252672651	
34075.70996464742	2.0	1	4.198256	27.640615	29.08925613600434	
34085.70996466605	2.0	1	4.1983514	27.253187	29.16547523721918	
34095.70996468468	2.0	1	4.198256	26.874683	29.24058598596923	
34105.7099647033	2.0	1	4.1983132	26.477064	29.3146179454546	
34115.70996472193	2.0	1	4.1983895	26.074343	29.38757671321222	
34125.70996474056	2.0	1	4.198256	25.685644	29.45948283075248	
34135.70996475918	2.0	1	4.1983132	25.309687	29.53033379084057	
34145.70996477781	2.0	1	4.1982942	24.931183	29.6001442952101	
34155.70996479644	2.0	1	4.1984277	24.56797	29.66891583536636	
34165.70996481506	2.0	1	4.1983895	24.22324	29.73666690401353	
34175.70996483369	2.0	1	4.1983132	23.861303	29.80341718075424	
34185.70996485231	2.0	1	4.1983132	23.506376	29.86918876255936	
34195.70996487094	2.0	1	4.1984086	23.18968	29.93399243774679	
34205.70996488957	2.0	1	4.1982179	22.790787	29.99783476924239	
34215.70996490819	2.0	1	4.198256	22.460072	30.06072919226646	
34225.70996492682	2.0	1	4.1984086	22.1472	30.12269766051186	
34235.70996494545	2.0	1	4.1983705	21.798645	30.1837478305485	
34245.70996496407	2.0	1	4.1984849	21.487047	30.24389451545758	
34255.7099649827	2.0	1	4.198256	21.172901	30.30315198893833	
34265.70996500133	2.0	1	4.1983323	20.875961	30.36152578442192	
34275.70996501995	2.0	1	4.1984086	20.536325	30.41903380926853	
34285.70996503858	2.0	1	4.1983132	20.236835	30.47569575084103	
34295.70996505721	2.0	1	4.1982751	19.904848	30.53152221437115	
34305.70996507583	2.0	1	4.1984086	19.644226	30.58653465125201	
34315.70996509446	2.0	1	4.198256	19.366402	30.64074179820326	
34325.70996511308	2.0	1	4.1983514	19.057354	30.69415010171488	
34335.70996513171	2.0	1	4.1982942	18.833055	30.74677437541983	
34345.70996515034	2.0	1	4.1983705	18.523371	30.79862129608536	
34355.70996516896	2.0	1	4.1983514	18.264025	30.84971279533969	
34365.70996518759	2.0	1	4.1983514	17.966446	30.90005506141356	
34375.70996520622	2.0	1	4.1982751	17.712835	30.94966267002233	
34385.70996522484	2.0	1	4.1983514	17.497458	30.99855087514221	
34395.70996524347	2.0	1	4.1982751	17.217083	31.04672726598909	
34405.7099652621	2.0	1	4.1985612	16.983866	31.09420231637171	
34415.70996528072	2.0	1	4.1982179	16.725792	31.14099067578083	
34425.70996529935	2.0	1	4.1983705	16.486198	31.18710402446196	
34435.70996531798	2.0	1	4.1984277	16.27146	31.23255190693633	
34445.7099653366	2.0	1	4.198256	16.006378	31.27733681122346	
34455.70996535523	2.0	1	4.1982942	15.751494	31.32147317625073	
34465.70996537386	2.0	1	4.1983132	15.546949	31.36498433946048	
34475.70996539248	2.0	1	4.1983323	15.339854	31.40786593571097	
34485.70996541111	2.0	1	4.1982751	15.106635	31.45013344710059	
34495.70996542973	2.0	1	4.1983132	14.884248	31.49180616377995	
34505.70996544836	2.0	1	4.1983514	14.679065	31.53288291246171	
34515.70996546699	2.0	1	4.1983132	14.466873	31.57337882387559	
34525.70996548561	2.0	1	4.1983514	14.301197	31.61329791045931	
34535.70996550424	2.0	1	4.1983132	14.086457	31.65265768394153	
34545.70996552287	2.0	1	4.1984086	13.858335	31.69146209950447	
34555.70996554149	2.0	1	4.1983514	13.660798	31.7297157793088	
34565.70996556012	2.0	1	4.1983132	13.451794	31.76743518441269	
34575.70996557875	2.0	1	4.1982369	13.272099	31.80461681938929	
34585.70996559737	2.0	1	4.198256	13.089855	31.84128142359087	
34595.709965616	2.0	1	4.1982942	12.922906	31.87742757835007	
34605.70996563463	2.0	1	4.1982942	12.741938	31.91307327618302	
34615.70996565325	2.0	1	4.1984277	12.5495	31.94822151466566	
